SOAcondition,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
neutral,1,1050,add,2,1206,large,6_8_add_true.jpg,145,TRUE,1680,0.355807625,0.24908563,0,80
negative,1,1050,add,1,1206,large,6_8_add_true.jpg,152,TRUE,1680,0.106672919,0.105664954,0,680
neutral,1,1050,add,1,1207,large,8_4_add_FI.jpg,105,FALSE,1680,0.658819253,0.649815834,0,400
negative,1,1050,add,2,1207,small,2_7_add_FI.jpg,106,FALSE,1680,0.175447008,0.048555063,0,140
negative,1,1050,mult,2,1207,large,8_4_mult_true.jpg,109,TRUE,1680,0.903160228,1.010784262,4,220
negative,1,1050,mult,2,1207,small,3_6_mult_FNI.jpg,110,FALSE,1680,0.343758527,0.373937795,0,460
negative,1,1050,mult,2,1207,small,8_2_mult_FI.jpg,112,FALSE,1680,0.221518396,0.004599566,0,500
negative,1,1050,mult,1,1207,small,8_2_mult_FI.jpg,115,FALSE,1680,0.111717021,0.086961977,0,660
negative,1,1050,add,1,1207,large,6_8_add_FI.jpg,117,FALSE,1680,0.875953234,1.162379093,2,560
negative,1,1050,add,1,1207,small,5_3_add_FNI.jpg,117,FALSE,1680,0.266565646,0.306615064,0,700
neutral,1,1050,add,2,1207,small,5_3_add_true.jpg,121,TRUE,1680,0.948892437,0.876011624,1,400
neutral,1,1050,add,1,1207,small,2_7_add_FNI.jpg,123,FALSE,1680,0.530021928,0.52843501,1,60
neutral,1,1050,add,1,1207,small,3_6_add_true.jpg,126,TRUE,1680,0.39162988,0.639440755,0,600
negative,1,1050,add,2,1207,small,8_2_add_true.jpg,131,TRUE,1680,0.159956343,0.165790108,0,80
neutral,1,1050,mult,1,1207,small,5_3_mult_true.jpg,138,TRUE,1680,0.101221017,0.131710499,0,520
negative,1,1050,add,1,1207,large,4_9_add_true.jpg,146,TRUE,1680,0.205151437,0.273998861,0,460
neutral,1,1050,mult,1,1207,large,4_9_mult_true.jpg,152,TRUE,1680,1.541412064,1.582655271,0,40
neutral,1,1050,mult,2,1208,large,8_4_mult_true.jpg,101,TRUE,1680,0.041182758,0.026322439,0,80
neutral,1,1050,add,2,1208,large,6_8_add_true.jpg,109,TRUE,1680,-0.32510978,-0.143853583,0,500
negative,1,1050,mult,2,1208,large,9_7_mult_true.jpg,113,TRUE,1680,-0.169637344,0.070839617,7,240
negative,1,1050,mult,2,1208,large,8_4_mult_FI.jpg,126,FALSE,1680,1.166893853,1.333082572,0,480
neutral,1,1050,mult,1,1208,large,9_7_mult_FI.jpg,129,FALSE,1680,1.536068703,1.171001659,0,260
negative,1,1050,add,2,1208,small,2_7_add_FNI.jpg,130,FALSE,1680,-0.206919551,-0.171584979,0,200
negative,1,1050,mult,1,1208,small,8_2_mult_FNI.jpg,135,FALSE,1680,-0.117999797,-0.12839634,0,680
neutral,1,1050,mult,1,1208,small,5_3_mult_FI.jpg,139,FALSE,1680,0.975888451,-0.014622487,1,400
neutral,1,1050,mult,2,1208,large,9_7_mult_true.jpg,145,TRUE,1680,0.202598385,0.208069069,0,100
neutral,1,1050,add,2,1208,small,8_2_add_FI.jpg,146,FALSE,1680,-0.099451646,0.053158315,0,360
negative,1,1050,mult,1,1208,large,6_8_mult_true.jpg,148,TRUE,1680,0.491034412,0.497682386,0,60
neutral,1,1050,add,1,1208,large,4_9_add_true.jpg,148,TRUE,1680,0.672908036,0.566562423,0,120
negative,1,1050,mult,1,1208,small,5_3_mult_true.jpg,152,TRUE,1680,1.156081536,1.470756244,1,100
negative,1,1050,add,1,1209,large,8_4_add_true.jpg,102,TRUE,1680,1.127550729,0.292340554,1,440
negative,1,1050,mult,1,1209,small,5_3_mult_FNI.jpg,103,FALSE,1680,1.197681931,1.244215008,0,400
negative,1,1050,add,1,1209,small,8_2_add_FI.jpg,103,FALSE,1680,1.262817367,1.064234255,1,40
negative,1,1050,add,2,1209,large,6_8_add_true.jpg,113,TRUE,1680,-0.454953458,-0.043150608,0,580
negative,1,1050,add,2,1209,small,5_3_add_FI.jpg,120,FALSE,1680,0.384547149,0.360855991,0,580
neutral,1,1050,mult,1,1209,small,3_6_mult_FI.jpg,121,FALSE,1680,1.621553802,1.470220409,0,360
negative,1,1050,mult,1,1209,large,8_4_mult_FNI.jpg,123,FALSE,1680,0.52596096,0.513383051,1,160
neutral,1,1050,mult,2,1209,large,8_4_mult_true.jpg,123,TRUE,1680,0.629200556,0.603571159,1,300
negative,1,1050,add,1,1209,small,3_6_add_FI.jpg,125,FALSE,1680,0.576053375,1.135384797,5,120
negative,1,1050,mult,1,1209,small,3_6_mult_FNI.jpg,141,FALSE,1680,1.008905796,0.559178666,0,360
neutral,1,1050,mult,2,1209,small,5_3_mult_true.jpg,145,TRUE,1680,0.110967754,0.077967844,0,300
negative,1,1050,add,2,1209,large,9_7_add_true.jpg,145,TRUE,1680,0.183440187,0.183724333,0,100
negative,1,1050,mult,2,1209,small,8_2_mult_FNI.jpg,146,FALSE,1680,1.186403461,1.231854198,1,340
negative,1,1050,mult,1,1210,large,8_4_mult_true.jpg,102,TRUE,1680,-0.330347042,-0.336653764,2,480
neutral,1,1050,add,1,1210,small,2_7_add_FI.jpg,105,FALSE,1680,0.1240453,0.097301711,0,600
negative,1,1050,mult,2,1210,small,2_7_mult_true.jpg,115,TRUE,1680,0.400946034,0.550377101,1,600
negative,1,1050,mult,1,1210,large,9_7_mult_FI.jpg,117,FALSE,1680,0.311434592,0.345487762,0,640
negative,1,1050,add,1,1210,large,4_9_add_FI.jpg,119,FALSE,1680,1.316132068,2.083095022,0,320
neutral,1,1050,add,1,1210,small,3_6_add_FI.jpg,123,FALSE,1680,0.498276321,0.556719327,0,340
neutral,1,1050,mult,2,1210,large,6_8_mult_FI.jpg,126,FALSE,1680,0.208187181,0.178335137,0,640
negative,1,1050,mult,1,1210,large,4_9_mult_true.jpg,134,TRUE,1680,1.010753231,0.75908469,0,540
neutral,1,1050,mult,2,1210,large,8_4_mult_true.jpg,143,TRUE,1680,0.224139684,0.221492203,0,520
neutral,1,1050,mult,1,1210,small,5_3_mult_FNI.jpg,145,FALSE,1680,0.232810744,0.229770325,0,140
negative,1,1050,mult,2,1210,small,5_3_mult_true.jpg,147,TRUE,1680,-0.362453723,-0.399079597,0,580
negative,1,1050,mult,1,1210,small,3_6_mult_FI.jpg,151,FALSE,1680,1.183265491,1.036115476,0,460
neutral,1,1050,add,2,1210,large,6_8_add_FNI.jpg,152,FALSE,1680,-0.539516716,-0.499962519,0,100
neutral,1,1050,mult,1,1211,small,8_2_mult_FNI.jpg,103,FALSE,1680,0.778001178,0.689704831,2,480
negative,1,1050,mult,2,1211,small,2_7_mult_FNI.jpg,106,FALSE,1680,-0.14605949,-0.155152816,0,180
neutral,1,1050,mult,1,1211,large,4_9_mult_FI.jpg,115,FALSE,1680,0.275638655,0.266239192,0,720
neutral,1,1050,mult,1,1211,small,3_6_mult_true.jpg,116,TRUE,1680,1.170174064,1.099407855,0,280
neutral,1,1050,mult,2,1211,large,4_9_mult_true.jpg,117,TRUE,1680,-0.028287444,-0.015567723,0,740
neutral,1,1050,add,2,1211,small,8_2_add_true.jpg,141,TRUE,1680,-0.96189617,-0.790417931,0,680
negative,1,1050,add,1,1211,small,8_2_add_FNI.jpg,151,FALSE,1680,0.984108604,0.684102441,1,460
negative,1,1050,add,1,1212,small,3_6_add_FNI.jpg,103,FALSE,1680,1.588486287,2.430494035,0,520
negative,1,1050,add,1,1212,small,3_6_add_FNI.jpg,105,FALSE,1680,0.438300064,0.39654277,1,420
negative,1,1050,mult,1,1212,large,6_8_mult_FI.jpg,105,FALSE,1680,1.715284552,1.174753774,0,260
neutral,1,1050,add,1,1212,large,8_4_add_FNI.jpg,107,FALSE,1680,0.799463112,0.7545512,1,520
negative,1,1050,add,1,1212,large,4_9_add_FI.jpg,109,FALSE,1680,0.834207024,-0.024533791,3,40
negative,1,1050,mult,2,1212,large,4_9_mult_FI.jpg,110,FALSE,1680,0.200914338,0.199239545,1,460
negative,1,1050,mult,2,1212,large,9_7_mult_FI.jpg,112,FALSE,1680,0.309715943,0.465680707,0,460
neutral,1,1050,add,2,1212,large,9_7_add_true.jpg,115,TRUE,1680,0.1045874,0.087991334,0,740
neutral,1,1050,add,2,1212,small,5_3_add_true.jpg,115,TRUE,1680,1.054172923,0.791391864,1,260
negative,1,1050,mult,1,1212,small,5_3_mult_true.jpg,120,TRUE,1680,0.359489089,0.420654026,0,480
neutral,1,1050,add,2,1212,large,6_8_add_true.jpg,127,TRUE,1680,1.604974581,0.372557535,1,460
neutral,1,1050,add,2,1212,small,3_6_add_true.jpg,127,TRUE,1680,-0.185342637,-0.064227167,0,700
neutral,1,1050,add,2,1212,large,6_8_add_FI.jpg,128,FALSE,1680,0.264020486,0.249589691,1,560
negative,1,1050,mult,2,1212,small,2_7_mult_FNI.jpg,128,FALSE,1680,-0.343242762,0.070176548,1,280
negative,1,1050,mult,2,1212,small,5_3_mult_true.jpg,135,TRUE,1680,0.607437858,0.5555546,1,600
neutral,1,1050,add,2,1212,small,8_2_add_true.jpg,141,TRUE,1680,0.657772225,0.771745215,1,780
neutral,1,1050,mult,2,1212,large,8_4_mult_FNI.jpg,142,FALSE,1680,1.221651533,0.856204911,0,40
negative,1,1050,mult,1,1212,small,2_7_mult_FI.jpg,151,FALSE,1680,0.047025105,0.018539411,0,580
negative,1,1050,add,2,1212,small,8_2_add_true.jpg,151,TRUE,1680,0.636922817,0.50053781,0,440
negative,1,1050,add,1,1213,large,9_7_add_true.jpg,102,TRUE,1680,-0.061597426,-0.059599683,0,80
negative,1,1050,add,1,1213,small,8_2_add_FI.jpg,109,FALSE,1680,1.166107272,0.7700215,2,360
neutral,1,1050,add,2,1213,small,8_2_add_true.jpg,111,TRUE,1680,0.211663431,0.12682631,0,620
neutral,1,1050,add,1,1213,large,4_9_add_true.jpg,112,TRUE,1680,0.505282405,0.324708964,2,440
neutral,1,1050,mult,1,1213,large,4_9_mult_true.jpg,114,TRUE,1680,0.134572262,0.171748182,1,640
negative,1,1050,mult,1,1213,small,3_6_mult_FNI.jpg,119,FALSE,1680,1.71458509,1.323177937,0,100
negative,1,1050,mult,1,1213,small,2_7_mult_true.jpg,120,TRUE,1680,-0.108537994,-0.068371409,0,640
negative,1,1050,add,2,1213,large,9_7_add_true.jpg,123,TRUE,1680,-0.142599938,-0.106527692,0,520
neutral,1,1050,mult,1,1213,small,8_2_mult_true.jpg,132,TRUE,1680,1.540650297,1.255335272,0,320
neutral,1,1050,mult,1,1213,small,2_7_mult_true.jpg,138,TRUE,1680,0.119458356,0.128654831,0,660
negative,1,1050,mult,1,1213,small,2_7_mult_true.jpg,150,TRUE,1680,0.462830568,0.214263353,1,380
neutral,1,1050,add,2,1214,large,9_7_add_FNI.jpg,104,FALSE,1680,1.650318893,0.088143497,0,440
negative,1,1050,mult,1,1214,small,8_2_mult_FNI.jpg,107,FALSE,1680,0.255833258,0.226269621,0,600
negative,1,1050,add,1,1214,large,6_8_add_true.jpg,108,TRUE,1680,0.786040594,0.75258723,0,60
negative,1,1050,add,1,1214,large,9_7_add_FI.jpg,109,FALSE,1680,0.165916887,0.115982795,0,40
negative,1,1050,mult,1,1214,large,6_8_mult_FI.jpg,111,FALSE,1680,0.275815822,0.279108122,0,380
neutral,1,1050,add,1,1214,small,3_6_add_true.jpg,114,TRUE,1680,0.322729776,0.27545898,0,60
negative,1,1050,mult,1,1214,small,5_3_mult_FI.jpg,115,FALSE,1680,0.258209039,0.307532879,0,680
neutral,1,1050,mult,2,1214,large,6_8_mult_true.jpg,117,TRUE,1680,-0.10816496,-0.12606061,0,660
negative,1,1050,add,1,1214,small,3_6_add_FI.jpg,121,FALSE,1680,0.262978153,0.367190357,0,420
neutral,1,1050,add,1,1214,small,5_3_add_FI.jpg,121,FALSE,1680,-0.15002851,-0.051876477,0,340
negative,1,1050,mult,1,1214,small,8_2_mult_FNI.jpg,123,FALSE,1680,0.408895833,0.280055752,0,220
neutral,1,1050,mult,1,1214,large,4_9_mult_true.jpg,128,TRUE,1680,0.697450921,0.663872421,2,680
negative,1,1050,mult,2,1214,large,9_7_mult_FI.jpg,130,FALSE,1680,1.041294452,1.001582243,1,460
negative,1,1050,mult,1,1214,large,9_7_mult_true.jpg,130,TRUE,1680,1.138088192,0.885322578,1,520
neutral,1,1050,add,1,1214,small,8_2_add_FNI.jpg,137,FALSE,1680,0.258291095,0.370152955,0,560
neutral,1,1050,add,1,1214,small,5_3_add_FI.jpg,145,FALSE,1680,0.194963369,0.238439781,0,60
negative,1,1050,mult,2,1214,large,9_7_mult_true.jpg,145,TRUE,1680,-0.062706388,-0.028165143,0,280
neutral,1,1050,mult,1,1214,small,3_6_mult_FNI.jpg,147,FALSE,1680,1.094557252,1.050339364,1,600
neutral,1,1050,add,2,1214,large,6_8_add_true.jpg,147,TRUE,1680,0.199478961,0.117520383,0,500
negative,1,1050,mult,1,1214,small,3_6_mult_FI.jpg,149,FALSE,1680,0.23988225,0.231767193,0,520
negative,1,1050,add,2,1214,small,8_2_add_FI.jpg,150,FALSE,1680,1.17559367,1.110969893,0,400
negative,1,1050,mult,1,1215,small,2_7_mult_true.jpg,104,TRUE,1680,1.543739921,0.490123571,1,340
neutral,1,1050,mult,2,1215,small,5_3_mult_true.jpg,107,TRUE,1680,-0.095431648,-0.089646453,1,560
neutral,1,1050,mult,2,1215,small,8_2_mult_true.jpg,111,TRUE,1680,0.336330445,0.253053318,2,540
neutral,1,1050,mult,1,1215,large,4_9_mult_true.jpg,112,TRUE,1680,0.404624343,0.369738853,0,480
neutral,1,1050,add,2,1215,small,2_7_add_true.jpg,113,TRUE,1680,0.387486129,0.201199929,1,300
neutral,1,1050,add,1,1215,large,8_4_add_true.jpg,114,TRUE,1680,0.967418705,1.092412822,0,400
neutral,1,1050,add,2,1215,small,2_7_add_true.jpg,117,TRUE,1680,-0.077490252,-0.115504119,0,620
neutral,1,1050,add,1,1215,small,2_7_add_true.jpg,120,TRUE,1680,0.22365005,0.226234062,0,660
negative,1,1050,mult,1,1215,small,5_3_mult_FNI.jpg,121,FALSE,1680,1.10561148,1.080822456,1,400
negative,1,1050,add,2,1215,small,3_6_add_true.jpg,123,TRUE,1680,-0.185077733,-0.244111884,0,60
negative,1,1050,mult,1,1215,small,2_7_mult_true.jpg,126,TRUE,1680,0.936173638,0.84938097,2,620
negative,1,1050,add,1,1215,small,8_2_add_FI.jpg,131,FALSE,1680,1.119822442,1.138180362,0,160
negative,1,1050,add,2,1215,large,9_7_add_true.jpg,149,TRUE,1680,0.793503188,0.504531464,0,420
negative,1,1050,mult,1,1216,large,8_4_mult_true.jpg,106,TRUE,1680,-0.115016395,-0.098601629,0,640
neutral,1,1050,mult,1,1216,large,4_9_mult_FI.jpg,107,FALSE,1680,0.101015176,-0.009211541,0,640
negative,1,1050,add,1,1216,small,8_2_add_FI.jpg,121,FALSE,1680,1.115762837,0.402946149,1,60
negative,1,1050,mult,1,1216,large,9_7_mult_true.jpg,146,TRUE,1680,0.468272284,0.51308331,1,460
negative,1,1050,mult,1,1217,small,5_3_mult_FI.jpg,107,FALSE,1680,0.598917023,0.664069213,1,360
neutral,1,1050,mult,2,1217,large,8_4_mult_FNI.jpg,112,FALSE,1680,0.521885164,0.570271201,0,120
negative,1,1050,mult,1,1217,small,2_7_mult_true.jpg,116,TRUE,1680,0.954710025,0.88992549,0,200
negative,1,1050,mult,1,1217,large,4_9_mult_true.jpg,120,TRUE,1680,0.065186042,0.058414146,0,660
negative,1,1050,mult,1,1217,small,8_2_mult_FI.jpg,121,FALSE,1680,0.868212492,0.750941941,0,360
negative,1,1050,mult,1,1217,large,8_4_mult_true.jpg,122,TRUE,1680,1.615576712,1.54341789,0,500
negative,1,1050,mult,1,1217,large,8_4_mult_true.jpg,122,TRUE,1680,-0.143010574,-0.107238998,0,320
negative,1,1050,mult,2,1217,small,5_3_mult_true.jpg,123,TRUE,1680,-0.242177517,-0.300171162,0,400
negative,1,1050,mult,1,1217,small,3_6_mult_FNI.jpg,125,FALSE,1680,1.064560672,1.538373999,1,500
negative,1,1050,add,1,1217,large,8_4_add_true.jpg,128,TRUE,1680,0.625516295,0.610652389,0,300
negative,1,1050,mult,1,1217,small,3_6_mult_FI.jpg,129,FALSE,1680,0.367763944,0.373132951,0,60
negative,1,1050,add,2,1217,small,5_3_add_true.jpg,135,TRUE,1680,-0.255307921,-0.252226765,0,480
negative,1,1050,mult,2,1217,large,8_4_mult_true.jpg,139,TRUE,1680,1.726683166,-0.500372065,1,140
neutral,1,1050,add,1,1217,large,4_9_add_FI.jpg,145,FALSE,1680,0.685213842,0.64990076,0,160
negative,1,1050,add,1,1217,small,2_7_add_FNI.jpg,147,FALSE,1680,-0.192824772,-0.164572032,0,640
neutral,1,1050,mult,1,1218,small,5_3_mult_FI.jpg,111,FALSE,1680,1.210076919,1.019659116,0,460
negative,1,1050,add,1,1218,large,4_9_add_FI.jpg,121,FALSE,1680,1.090710597,1.130683586,0,400
negative,1,1050,add,2,1218,small,8_2_add_true.jpg,125,TRUE,1680,0.380566975,-0.718651664,1,240
neutral,1,1050,mult,2,1218,small,5_3_mult_true.jpg,127,TRUE,1680,-0.204588662,-0.180009264,0,740
negative,1,1050,add,2,1218,large,4_9_add_FI.jpg,128,FALSE,1680,1.360260038,1.557506891,0,220
neutral,1,1050,add,2,1218,small,8_2_add_true.jpg,137,TRUE,1680,0.723801491,0.673071236,0,100
negative,1,1050,add,1,1218,small,8_2_add_true.jpg,140,TRUE,1680,1.046563015,0.516429446,2,60
neutral,1,1050,add,2,1218,small,3_6_add_true.jpg,145,TRUE,1680,0.094146726,0.111475206,0,300
neutral,1,1050,add,2,1218,large,6_8_add_true.jpg,147,TRUE,1680,-0.158255646,-0.118352751,0,480
negative,1,1050,add,2,1218,small,3_6_add_FI.jpg,148,FALSE,1680,0.843328777,0.566215939,1,40
neutral,1,1050,mult,2,1218,large,4_9_mult_FNI.jpg,148,FALSE,1680,0.327117783,0.254353281,0,320
neutral,1,1050,add,1,1218,large,4_9_add_FNI.jpg,149,FALSE,1680,1.203654899,0.985678296,0,480
negative,1,1050,add,2,1218,large,4_9_add_true.jpg,151,TRUE,1680,0.318669719,0.252878518,0,460
neutral,1,1050,add,1,1218,large,4_9_add_FI.jpg,151,FALSE,1680,1.213758463,0.934884505,0,340
neutral,1,1050,add,2,1218,small,3_6_add_true.jpg,151,TRUE,1680,0.881763378,0.767533035,0,500
negative,1,1050,add,1,1219,small,2_7_add_true.jpg,102,TRUE,1680,-0.24602209,-0.315237995,0,80
negative,1,1050,mult,2,1219,large,4_9_mult_true.jpg,105,TRUE,1680,0.649492697,0.00162551,1,420
neutral,1,1050,mult,2,1219,small,8_2_mult_true.jpg,105,TRUE,1680,1.34588515,0.260738917,0,360
negative,1,1050,add,1,1219,large,9_7_add_FNI.jpg,107,FALSE,1680,0.255610004,0.274061381,1,400
neutral,1,1050,add,2,1219,large,9_7_add_true.jpg,107,TRUE,1680,-0.091992078,-0.025828682,0,380
negative,1,1050,mult,1,1219,large,6_8_mult_true.jpg,108,TRUE,1680,0.421306595,0.384372166,0,300
neutral,1,1050,add,1,1219,small,5_3_add_FNI.jpg,109,FALSE,1680,1.243864446,0.787997549,0,40
negative,1,1050,mult,2,1219,large,4_9_mult_FNI.jpg,114,FALSE,1680,-0.117879567,-0.139586399,0,660
negative,1,1050,mult,2,1219,large,9_7_mult_FI.jpg,114,FALSE,1680,0.258663908,0.235662982,0,300
negative,1,1050,add,1,1219,large,4_9_add_FI.jpg,119,FALSE,1680,1.433615483,0.856756714,1,240
negative,1,1050,add,2,1219,small,8_2_add_FI.jpg,120,FALSE,1680,-0.070541335,-0.072682435,0,640
neutral,1,1050,mult,2,1219,large,9_7_mult_true.jpg,123,TRUE,1680,0.172276405,0.101933378,0,240
neutral,1,1050,add,2,1219,small,3_6_add_FI.jpg,146,FALSE,1680,0.863469539,1.001788367,1,360
neutral,1,1050,add,1,1219,large,8_4_add_true.jpg,150,TRUE,1680,0.793064928,0.657900931,2,360
negative,1,1050,mult,2,1220,small,2_7_mult_true.jpg,103,TRUE,1680,0.813475847,0.09359004,2,280
neutral,1,1050,add,2,1220,small,8_2_add_true.jpg,109,TRUE,1680,0.844772876,0.894516508,2,240
negative,1,1050,add,2,1220,small,2_7_add_true.jpg,109,TRUE,1680,0.752855673,0.765137809,1,260
neutral,1,1050,add,1,1220,large,8_4_add_true.jpg,114,TRUE,1680,-0.106955496,-0.021412433,0,40
neutral,1,1050,add,2,1220,large,6_8_add_FI.jpg,114,FALSE,1680,0.416718834,0.307363239,0,160
neutral,1,1050,mult,2,1220,large,9_7_mult_true.jpg,115,TRUE,1680,0.091086163,0.07155809,0,680
negative,1,1050,mult,1,1220,small,3_6_mult_true.jpg,120,TRUE,1680,-0.157678103,-0.076486496,0,580
neutral,1,1050,mult,2,1220,large,4_9_mult_true.jpg,121,TRUE,1680,1.226440816,0.425412974,0,400
negative,1,1050,mult,1,1220,large,9_7_mult_true.jpg,126,TRUE,1680,1.896427471,-0.431473389,0,500
negative,1,1050,mult,2,1220,large,8_4_mult_FI.jpg,130,FALSE,1680,-0.143188078,-0.084394357,0,580
negative,1,1050,mult,2,1220,large,4_9_mult_true.jpg,131,TRUE,1680,-0.120139025,-0.171019974,0,720
neutral,1,1050,add,2,1220,small,8_2_add_true.jpg,131,TRUE,1680,0.539221054,0.488986564,0,560
negative,1,1050,add,1,1220,small,2_7_add_FNI.jpg,137,FALSE,1680,0.390409327,0.501589634,0,480
negative,1,1050,add,2,1220,small,3_6_add_true.jpg,145,TRUE,1680,0.194952866,0.204034456,0,80
neutral,1,1050,mult,2,1220,large,6_8_mult_FI.jpg,146,FALSE,1680,0.744783691,0.771903958,0,360
negative,1,1050,add,2,1220,large,8_4_add_FI.jpg,150,FALSE,1680,0.994706472,0.898037222,1,400
negative,1,1050,mult,1,1221,large,6_8_mult_FNI.jpg,103,FALSE,1680,0.740755044,0.876372211,1,520
negative,1,1050,mult,1,1221,small,3_6_mult_FNI.jpg,105,FALSE,1680,1.349981862,1.463490751,0,300
negative,1,1050,mult,2,1221,large,9_7_mult_true.jpg,107,TRUE,1680,0.488087749,0.687275339,0,480
negative,1,1050,mult,2,1221,small,3_6_mult_true.jpg,107,TRUE,1680,0.107854033,0.031212302,0,580
neutral,1,1050,add,2,1221,small,2_7_add_true.jpg,107,TRUE,1680,1.155306768,0.965214502,0,420
negative,1,1050,mult,2,1221,small,8_2_mult_FNI.jpg,114,FALSE,1680,-0.10784625,-0.121582056,0,500
negative,1,1050,add,1,1221,small,5_3_add_true.jpg,120,TRUE,1680,-0.298255581,-0.32281301,0,740
negative,1,1050,add,1,1221,small,2_7_add_FI.jpg,121,FALSE,1680,1.35451443,1.262194238,1,420
negative,1,1050,mult,2,1221,small,3_6_mult_FNI.jpg,124,FALSE,1680,-0.447998264,-0.318867169,2,580
neutral,1,1050,mult,2,1221,small,2_7_mult_FI.jpg,128,FALSE,1680,0.766941399,0.741518974,0,580
neutral,1,1050,mult,2,1221,small,5_3_mult_FI.jpg,128,FALSE,1680,0.526512518,0.311552562,2,500
negative,1,1050,mult,1,1221,small,3_6_mult_FNI.jpg,129,FALSE,1680,0.367896291,0.267842083,0,60
neutral,1,1050,add,2,1221,large,8_4_add_true.jpg,131,TRUE,1680,0.606700951,0.73230284,0,120
neutral,1,1050,mult,2,1221,large,9_7_mult_true.jpg,135,TRUE,1680,1.084529139,1.339152314,0,460
negative,1,1050,add,2,1221,small,3_6_add_true.jpg,137,TRUE,1680,0.258703288,0.23062209,0,300
neutral,1,1050,add,2,1221,large,4_9_add_FI.jpg,138,FALSE,1680,0.141921467,0.175158883,0,440
negative,1,1050,mult,2,1221,small,8_2_mult_true.jpg,143,TRUE,1680,1.500431567,1.230009054,0,400
neutral,1,1050,mult,2,1222,large,4_9_mult_FI.jpg,106,FALSE,1680,-0.063985261,-0.030004076,0,520
neutral,1,1050,mult,1,1222,small,3_6_mult_true.jpg,110,TRUE,1680,1.326428731,1.124813292,0,500
negative,1,1050,add,1,1222,small,5_3_add_FNI.jpg,119,FALSE,1680,0.767762836,0.940677655,0,400
neutral,1,1050,add,2,1222,large,8_4_add_FI.jpg,122,FALSE,1680,1.160473065,0.765939118,1,40
negative,1,1050,add,2,1222,large,8_4_add_true.jpg,125,TRUE,1680,1.02501811,-1.205851775,4,80
neutral,1,1050,add,1,1222,large,8_4_add_true.jpg,130,TRUE,1680,0.134445403,0.10069377,0,640
neutral,1,1050,add,2,1222,large,9_7_add_FNI.jpg,132,FALSE,1680,-0.052484888,-0.017222076,0,400
neutral,1,1050,mult,2,1222,large,4_9_mult_FI.jpg,134,FALSE,1680,0.646275244,0.425624513,1,500
negative,1,1050,add,2,1222,large,8_4_add_true.jpg,141,TRUE,1680,0.811333805,-0.078561365,0,240
neutral,1,1050,mult,2,1222,large,6_8_mult_FI.jpg,150,FALSE,1680,0.806933534,0.539331299,2,260
neutral,1,1050,add,1,1223,small,2_7_add_FNI.jpg,103,FALSE,1680,1.494306727,1.40942654,2,460
neutral,1,1050,mult,1,1223,large,4_9_mult_true.jpg,108,TRUE,1680,0.882752017,0.60272963,0,100
negative,1,1050,mult,2,1223,small,5_3_mult_FNI.jpg,108,FALSE,1680,0.493738953,0.393153211,0,40
neutral,1,1050,mult,1,1223,small,5_3_mult_FI.jpg,111,FALSE,1680,0.975555826,0.587742365,0,400
negative,1,1050,mult,1,1223,large,4_9_mult_true.jpg,120,TRUE,1680,-0.066411479,0.006628673,0,640
neutral,1,1050,mult,2,1223,large,8_4_mult_FI.jpg,126,FALSE,1680,-0.079372698,0.011826281,0,840
negative,1,1050,add,2,1223,large,8_4_add_true.jpg,137,TRUE,1680,0.591215447,0.631617652,0,320
negative,1,1050,add,1,1223,large,6_8_add_FI.jpg,139,FALSE,1680,1.846962092,2.00197332,0,460
negative,1,1050,mult,1,1223,small,3_6_mult_FNI.jpg,147,FALSE,1680,1.129107911,0.813438648,0,560
neutral,1,1050,add,2,1223,small,3_6_add_FI.jpg,148,FALSE,1680,0.260103449,0.260122524,0,400
negative,1,1050,add,1,1224,small,3_6_add_true.jpg,104,TRUE,1680,1.705707539,1.638715809,0,440
neutral,1,1050,mult,2,1224,small,3_6_mult_true.jpg,105,TRUE,1680,0.187600445,0.123680776,0,540
neutral,1,1050,add,2,1224,small,2_7_add_FI.jpg,110,FALSE,1680,1.369103553,1.173111773,0,460
neutral,1,1050,mult,1,1224,small,2_7_mult_true.jpg,112,TRUE,1680,0.305194743,0.07618055,0,320
negative,1,1050,mult,2,1224,large,8_4_mult_true.jpg,113,TRUE,1680,0.231003343,0.047960058,5,40
negative,1,1050,add,2,1224,large,6_8_add_true.jpg,117,TRUE,1680,-0.043734335,-0.041846149,0,820
neutral,1,1050,mult,1,1224,small,2_7_mult_FNI.jpg,123,FALSE,1680,0.568465608,0.517003978,0,380
neutral,1,1050,add,1,1224,small,8_2_add_true.jpg,124,TRUE,1680,-0.743225281,-0.452777515,1,40
negative,1,1050,mult,1,1224,small,3_6_mult_true.jpg,130,TRUE,1680,0.174595052,0.066214571,1,700
negative,1,1050,add,2,1224,large,9_7_add_FI.jpg,132,FALSE,1680,-0.140920508,-0.093287391,0,440
negative,1,1050,mult,2,1224,small,3_6_mult_FI.jpg,132,FALSE,1680,1.28048275,1.278734985,0,420
negative,1,1050,mult,2,1224,small,5_3_mult_FI.jpg,134,FALSE,1680,1.171384328,0.677865118,0,420
negative,1,1050,mult,2,1224,large,4_9_mult_true.jpg,135,TRUE,1680,0.458037076,0.092421783,0,40
neutral,1,1050,mult,2,1224,small,5_3_mult_FI.jpg,138,FALSE,1680,0.033924254,0.010171945,0,540
